,train_acc,test_acc,p_norm
0,0.3333333432674408,0.18000000715255737,5.2127797971479595e-05
1,0.3333333432674408,0.4129999876022339,4.550072844722308e-05
2,0.3333333432674408,0.18000000715255737,4.881270069745369e-05
3,0.3333333432674408,0.4059999883174896,5.306046296027489e-05
4,0.3333333432674408,0.1809999942779541,4.6009616198716685e-05
5,0.3333333432674408,0.41200000047683716,4.909462222713046e-05
6,0.3333333432674408,0.41200000047683716,4.351954339654185e-05
7,0.3333333432674408,0.1809999942779541,4.936104960506782e-05
8,0.3333333432674408,0.18000000715255737,4.5174951083026826e-05
9,0.3333333432674408,0.40700000524520874,6.0062975535402074e-05
