,train_acc,test_acc,p_norm
0,0.9991722106933594,0.8240000009536743,0.32211777567863464
1,0.9991722106933594,0.8190000057220459,0.3323766887187958
2,0.9991722106933594,0.824999988079071,0.3121691346168518
3,0.9991722106933594,0.828000009059906,0.33392176032066345
4,0.9991722106933594,0.8230000138282776,0.3325532078742981
5,0.9991722106933594,0.824999988079071,0.3202015459537506
6,0.9991722106933594,0.8240000009536743,0.32404986023902893
7,0.9991722106933594,0.8220000267028809,0.31427323818206787
8,0.9991722106933594,0.8240000009536743,0.3139610290527344
9,0.9991722106933594,0.8220000267028809,0.3267214000225067
