,train_acc,test_acc,p_norm
0,0.75,0.75,3.8009285926818848
1,0.5,1.0,4.613078594207764
2,1.0,0.75,5.732629776000977
3,0.25,0.25,6.662338733673096
4,1.0,1.0,12.452823638916016
5,0.75,1.0,3.322570323944092
6,0.5,1.0,3.0422170162200928
7,0.75,0.75,8.922948837280273
8,1.0,1.0,5.460331439971924
9,1.0,1.0,2.512970447540283
