,train_acc,test_acc,p_norm
0,0.3333333432674408,0.38999998569488525,5.011379471397959e-05
1,0.3333333432674408,0.20499999821186066,4.689007255365141e-05
2,0.3333333432674408,0.4050000011920929,4.733106470666826e-05
3,0.3333333432674408,0.38999998569488525,4.753450775751844e-05
4,0.3333333432674408,0.20499999821186066,4.689768320531584e-05
5,0.3333333432674408,0.38999998569488525,5.2137216698611155e-05
6,0.3333333432674408,0.39100000262260437,4.3116757296957076e-05
7,0.3333333432674408,0.39100000262260437,4.632540003512986e-05
8,0.3333333432674408,0.4050000011920929,5.256133226794191e-05
9,0.3333333432674408,0.40400001406669617,4.740240910905413e-05
