,train_acc,test_acc,p_norm
0,0.3922160565853119,0.41200000047683716,0.0008544431766495109
1,0.4000658690929413,0.4059999883174896,0.0007374136475846171
2,0.4000658690929413,0.4059999883174896,0.0007446526433341205
3,0.4000658690929413,0.4059999883174896,0.0008884324925020337
4,0.4000658690929413,0.4059999883174896,0.0007465003291144967
5,0.3922160565853119,0.41200000047683716,0.0008956398232840002
6,0.4000658690929413,0.4059999883174896,0.0009109340026043355
7,0.4000658690929413,0.4059999883174896,0.0007648421451449394
8,0.4000658690929413,0.4059999883174896,0.0007658303366042674
9,0.4000658690929413,0.4059999883174896,0.0007767898496240377
