,train_acc,test_acc,p_norm
0,1.0,1.0,1.4645256996154785
1,1.0,0.75,1.3187204599380493
2,1.0,1.0,2.0674996376037598
3,1.0,1.0,1.1652235984802246
4,0.5,1.0,1.2640818357467651
5,1.0,1.0,1.7884693145751953
6,1.0,1.0,1.6827576160430908
7,1.0,1.0,1.5928832292556763
8,1.0,0.75,1.506205677986145
9,1.0,1.0,1.6293003559112549
